gap,vol,entry,maxhold,period,n_trades,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,win_rate_pct,expectancy_pct,median_return_pct,profit_factor,largest_winner_contrib_pct,expectancy_ex_top1_pct,avg_invested_frac_pct,recon_ok
0.05,2.0,breakout,20,IS_2022_2024,19,-0.10323129975393641,-0.03638226642317388,-1.5756341162272556,-0.03583627726517958,42.10526315789473,-0.17967703182555186,-1.407858369405146,0.92244212894924,21.57967299042804,-0.657825001843217,1.9306061832100965,True
0.05,2.0,breakout,20,OOS_2025,4,0.4674815103275387,0.5807039272791581,-0.4275417700201233,0.7571815946369241,75.0,3.2568773354846146,1.445389022191057,18.52098391036309,78.70922376573995,0.717217856722896,1.9644319809216986,True
0.05,2.0,breakout,30,IS_2022_2024,19,0.20285496644101286,0.07046964215280394,-1.5934058687880968,0.07397632464143122,36.84210526315789,0.13978377476149856,-3.0190288329154047,1.0567352827708378,32.95847732342909,-0.8385981912662969,2.6681871801682795,True
0.05,2.0,breakout,30,OOS_2025,4,0.5665132854395738,0.6717064197855782,-0.32732179882644474,0.7473347803264055,75.0,3.7491593703998904,3.853208208273262,4.992672689264546,58.44295700317519,1.3195677158650998,2.8258731051011914,True
0.05,3.0,next_open,10,IS_2022_2024,14,0.9039099041032728,0.32539961235207304,-0.9226154272758089,0.5320925228251784,64.28571428571429,1.225534486823768,2.6959627800545727,1.786695316819519,24.345703114265955,0.5951633484890669,0.7779485546179493,True
0.05,3.0,next_open,10,OOS_2025,5,0.0032769412074085125,0.004287059431740126,-0.6541133896892408,0.009442028559515238,60.0,0.7767646040135601,2.707005251262573,1.6243462415094982,38.82628240896981,-0.004397236315034636,1.2159720107222611,True
0.05,3.0,next_open,20,IS_2022_2024,14,0.0606916775764077,0.02154487182282061,-1.0272218421752868,0.03229991162212531,42.857142857142854,0.015649847681013598,-1.3419320596205264,1.0002789621903123,25.173867321294935,-0.637985727255389,1.3714714564963233,True
0.05,3.0,next_open,20,OOS_2025,5,0.3616769331988845,0.44921659908803147,-0.679921129979603,0.4727520358473298,60.0,2.235893831110214,0.6465490605860102,3.386282337408804,79.17841482735811,-0.3393553736486893,2.153049597265895,True
0.05,3.0,next_open,30,IS_2022_2024,14,0.6947040533201054,0.2427993364746417,-1.0574775891859813,0.2876644156343011,42.857142857142854,0.9359752180080965,-2.1697573720269316,1.3654455390051006,37.208003924475975,-0.35746200854988197,1.9247595331339906,True
0.05,3.0,next_open,30,OOS_2025,5,0.46090894287278417,0.5464396874633293,-0.6793057083635247,0.5186585969658299,60.0,2.631984555858835,3.189409641519636,2.7158795770789914,60.93559231460552,0.11463136564727472,3.0125820091476307,True
0.05,3.0,breakout,10,IS_2022_2024,12,0.4351620845844062,0.15642356252991707,-0.7573109498059348,0.2866500443096838,66.66666666666666,0.6415486820364709,1.476447319099683,1.4683894671897253,30.269917452509183,0.037344392926142896,0.7059815854625273,True
0.05,3.0,breakout,10,OOS_2025,4,0.12107893188928465,0.15843030396314184,-0.2094061437742813,0.33977570072969765,75.0,1.4662890607995775,2.1343152467411253,3.563342996663443,48.04316288004775,0.6545814259567906,1.0253063894774248,True
0.05,3.0,breakout,20,IS_2022_2024,12,-0.08086888905328715,-0.028692759454673755,-0.7551357370188209,-0.03859878829402557,50.0,-0.22782218606160476,0.37364113608028826,0.8932867803470109,23.980799529772295,-0.7711593639388438,1.2224634233493021,True
0.05,3.0,breakout,20,OOS_2025,4,0.4674815103275387,0.5807039272791581,-0.4275417700201233,0.7571815946369241,75.0,3.2568773354846146,1.445389022191057,18.52098391036309,78.70922376573995,0.717217856722896,1.9644319809216986,True
0.05,3.0,breakout,30,IS_2022_2024,12,0.4265107900846665,0.14905190300802396,-0.8743029797855335,0.19348416331319343,41.66666666666667,0.6376539446331226,-1.8252714496589884,1.2562831546688205,49.12707541415065,-0.9180738025149404,1.7056956516718111,True
0.05,3.0,breakout,30,OOS_2025,4,0.5665132854395738,0.6717064197855782,-0.32732179882644474,0.7473347803264055,75.0,3.7491593703998904,3.853208208273262,4.992672689264546,58.44295700317519,1.3195677158650998,2.8258731051011914,True
0.08,1.5,next_open,10,IS_2022_2024,8,0.4667051351028295,0.1672499299796959,-0.6692771129085452,0.4077538312848557,50.0,1.030394134474197,0.9406970094446798,1.5575662895350941,41.082851258371846,-0.16817231562590138,0.4045715094251382,True
0.08,1.5,next_open,10,OOS_2025,4,0.02474458533088253,0.03248965225759459,-0.6014171923812597,0.05243730195086312,50.0,1.0763805486457168,0.20105951782534714,1.6941128013470272,74.37393886547487,-1.1690725515576852,0.9574937615395412,True
0.08,1.5,next_open,20,IS_2022_2024,8,0.46123569919291896,0.1628883063147235,-0.8153627683694608,0.33684055971716736,50.0,1.0308249505501257,0.05410027997130862,1.4582380129158066,37.59822912239909,-0.19795909445220156,0.7041470565842576,True
